#VDH_NBS 
 4940  atoms
 4  atom types
 -2.0 45.666300  xlo xhi 
 -2.0 45.666300  ylo yhi 
 -2.0 45.666300  zlo zhi 
 Masses 
 
 1  22.98900 
 2  10.81100 
 3  28.08550 
 4  15.99940 

 Atoms

    301      2 1.4175000000 42.1315400000  9.5652200000  9.9349700000 
    302      2 1.4175000000 8.7008000000  34.0636700000  39.9476000000 
    303      2 1.4175000000 9.3646400000  7.3242700000  30.3640800000 
    304      2 1.4175000000 41.5568500000  39.7077300000  27.3324200000 
    305      2 1.4175000000 31.1711200000  1.4102900000  32.5231600000 
    306      2 1.4175000000 26.8717900000  32.9748700000  42.2071300000 
    307      2 1.4175000000 5.8351900000  17.3844300000  8.8994100000 
    308      2 1.4175000000 5.6135000000  19.5298000000  21.7313400000 
    309      2 1.4175000000 7.2347300000  26.2402400000  39.7839000000 
    310      2 1.4175000000 39.1612300000  3.4405200000  2.0544300000 
    311      2 1.4175000000 17.3125900000  16.1828900000  0.6040200000 
    312      2 1.4175000000 21.3040600000  11.6690700000  0.1853900000 
    313      2 1.4175000000 30.4442300000  21.7900600000  27.6266000000 
    314      2 1.4175000000 1.3670700000  18.9619500000  8.3124200000 
    315      2 1.4175000000 13.3416000000  32.1200300000  36.5676800000 
    316      2 1.4175000000 10.4393200000  0.2344900000  20.0281300000 
    317      2 1.4175000000 4.1031300000  6.2618200000  38.0946900000 
    318      2 1.4175000000 18.0056300000  12.6365900000  18.4389800000 
    319      2 1.4175000000 37.7611600000  9.6982000000  31.5233600000 
    320      2 1.4175000000 33.7313900000  29.6983200000  23.1144500000 
    321      2 1.4175000000 1.1574300000  36.1381600000  28.0929500000 
    322      2 1.4175000000 39.2564300000  33.1602600000  39.7482600000 
    323      2 1.4175000000 12.4300400000  18.7975600000  38.0333200000 
    324      2 1.4175000000 4.2999200000  8.4978400000  40.4284800000 
    325      2 1.4175000000 7.7657400000  14.9001800000  21.1201100000 
    326      2 1.4175000000 10.1691600000  36.9669300000  30.0243900000 
    327      2 1.4175000000 27.1023500000  33.4767300000  25.7315000000 
    328      2 1.4175000000 11.3502700000  0.6850900000  15.9485000000 
    329      2 1.4175000000 27.5723100000  4.0389800000  4.1833800000 
    330      2 1.4175000000 34.0466900000  28.9800200000  7.8697800000 
    331      2 1.4175000000 17.7551200000  4.9008500000  22.3376000000 
    332      2 1.4175000000 11.9950200000  6.3847900000  15.7038700000 
    333      2 1.4175000000 8.7256600000  18.1057700000  25.3443900000 
    334      2 1.4175000000 39.6624800000  10.3239800000  20.4397900000 
    335      2 1.4175000000 14.5937600000  16.5398900000  13.6550400000 
    336      2 1.4175000000 5.9550200000  38.8978500000  40.9142900000 
    337      2 1.4175000000 26.4091200000  38.1451700000  36.5964300000 
    338      2 1.4175000000 0.2556900000  24.3060300000  25.0806900000 
    339      2 1.4175000000 1.6086100000  31.7830300000  29.5404500000 
    340      2 1.4175000000 41.0847600000  26.7372500000  35.7229800000 
    341      2 1.4175000000 39.3008200000  23.2855700000  4.9723800000 
    342      2 1.4175000000 14.8803700000  31.4988900000  2.2938900000 
    343      2 1.4175000000 20.3359400000  30.2505800000  12.6398300000 
    344      2 1.4175000000 38.6799300000  11.0282500000  28.7211800000 
    345      2 1.4175000000 13.3341000000  27.0208900000  36.0031200000 
    346      2 1.4175000000 22.3362000000  30.5415300000  27.4812900000 
    347      2 1.4175000000 3.6901200000  32.5745300000  27.3043800000 
    348      2 1.4175000000 0.6403400000  28.5113800000  34.2320100000 
    349      2 1.4175000000 9.3940800000  10.9195600000  36.9820700000 
    350      2 1.4175000000 8.5902300000  40.3596500000  24.5117600000 
    351      2 1.4175000000 17.8776500000  0.6895700000  3.3783300000 
    352      2 1.4175000000 23.5539500000  30.4984500000  34.4458900000 
    353      2 1.4175000000 35.7919600000  33.9887500000  19.7088400000 
    354      2 1.4175000000 14.9673700000  34.4868800000  3.3553700000 
    355      2 1.4175000000 38.9960600000  8.2262500000  25.5328600000 
    356      2 1.4175000000 16.0883100000  26.6492000000  20.2907400000 
    357      2 1.4175000000 32.4629100000  13.0935100000  32.5787800000 
    358      2 1.4175000000 18.3802400000  39.8048500000  8.3995000000 
    359      2 1.4175000000 21.4706600000  41.8341100000  32.8597900000 
    360      2 1.4175000000 6.1642100000  20.6971000000  39.5403600000 
    361      2 1.4175000000 34.5513500000  36.8236200000  38.4856100000 
    362      2 1.4175000000 42.5989800000  36.3408100000  17.8897900000 
    363      2 1.4175000000 30.1912200000  30.8204600000  26.8667600000 
    364      2 1.4175000000 16.6554300000  29.8274200000  40.5010800000 
    365      2 1.4175000000 41.9547200000  40.4102600000  39.5213600000 
    366      2 1.4175000000 1.1811200000  33.1378500000  11.4149500000 
    367      2 1.4175000000 37.3044900000  17.8027100000  9.6543300000 
    368      2 1.4175000000 1.9068400000  3.3963900000  23.9778000000 
    369      2 1.4175000000 25.0619000000  39.0655000000  28.1423000000 
    370      2 1.4175000000 28.5784100000  25.6497200000  40.3799300000 
    371      2 1.4175000000 8.4364200000  0.1571100000  38.9406900000 
    372      2 1.4175000000 37.1349300000  22.0156500000  7.9767500000 
    373      2 1.4175000000 1.8807800000  11.9354900000  0.3242900000 
    374      2 1.4175000000 31.5313000000  2.9708900000  1.5468400000 
    375      2 1.4175000000 18.1300300000  35.7902200000  27.7945700000 
    376      2 1.4175000000 39.6265600000  13.1749600000  36.3247200000 
    377      2 1.4175000000 40.2547800000  2.6633900000  20.4273200000 
    378      2 1.4175000000 6.9274600000  26.3829100000  32.6278200000 
    379      2 1.4175000000 20.8757900000  13.6371300000  34.5917400000 
    380      2 1.4175000000 0.0676900000  19.1985900000  30.6899700000 
    381      2 1.4175000000 24.9117600000  17.1139100000  27.5385900000 
    382      2 1.4175000000 0.9037700000  11.0314100000  17.6626500000 
    383      2 1.4175000000 3.3159500000  33.5020000000  31.5759100000 
    384      2 1.4175000000 40.9828100000  5.5580800000  19.3561700000 
    385      2 1.4175000000 15.7111000000  17.7322400000  25.3767500000 
    386      2 1.4175000000 22.8296400000  28.6108200000  29.8839200000 
    387      2 1.4175000000 20.6374300000  15.4646300000  11.1818300000 
    388      2 1.4175000000 13.3144800000  41.1673800000  25.1703400000 
    389      2 1.4175000000 18.0931700000  34.6449100000  4.5669100000 
    390      2 1.4175000000 36.4489700000  6.4506000000  20.6218800000 
    391      2 1.4175000000 1.4486700000  7.7288700000  1.7132500000 
    392      2 1.4175000000 24.7035800000  24.9899400000  15.8182700000 
