Row	Column2	Column3	Column4	Column5	Column6
158	1	1.0	11.6536	11.38792	24.41355
159	1	1.0	29.63324	23.68863	42.28066
160	1	1.0	42.11553	7.5243	52.48466
161	1	1.0	50.46356	26.89464	25.90557
162	1	1.0	27.67089	17.25756	39.55796
163	1	1.0	30.87178	19.62773	14.957
164	1	1.0	15.83986	38.53329	21.23129
165	1	1.0	9.48644	51.14324	31.63007
166	1	1.0	9.35917	17.15366	12.8148
167	1	1.0	52.61539	43.1896	44.52102
168	1	1.0	13.85511	0.30638	35.82304
169	1	1.0	44.60381	21.4249	21.79262
170	1	1.0	34.28036	30.63367	40.38141
171	1	1.0	47.83019	30.60298	36.18888
172	1	1.0	1.99649	17.77293	12.60687
173	1	1.0	43.56544	31.82635	16.11919
174	1	1.0	42.93312	13.65928	23.54215
175	1	1.0	32.42837	29.72643	23.07832
176	1	1.0	3.06624	7.02726	52.61468
177	1	1.0	18.72677	11.61951	24.25683
178	1	1.0	51.30961	25.85824	9.53983
179	1	1.0	27.42495	5.50833	40.55933
180	1	1.0	27.75045	30.29389	34.12041
181	1	1.0	4.66971	0.44426	2.94432
182	1	1.0	27.17323	10.81821	15.79822
183	1	1.0	33.20541	25.67919	30.71912
184	1	1.0	12.96528	18.87005	39.41271
185	1	1.0	19.07192	35.93845	46.05616
186	1	1.0	11.79556	49.30834	27.87359
187	1	1.0	14.86222	6.80394	30.80693
188	1	1.0	40.34381	24.67272	40.78504
189	1	1.0	33.23843	25.76165	34.77216
190	1	1.0	47.56968	0.35616	43.45229
191	1	1.0	40.37523	47.31127	32.9067
192	1	1.0	9.80331	21.56026	20.92504
193	1	1.0	40.7149	12.65344	17.34068
194	1	1.0	1.7249	10.0779	27.53334
195	1	1.0	14.22357	25.93874	50.64581
196	1	1.0	8.77308	0.25663	10.6016
197	1	1.0	50.7846	33.99116	34.3465
198	1	1.0	16.09668	15.58519	34.28386
199	1	1.0	28.2212	49.38335	32.31509
200	1	1.0	15.33185	19.29462	30.58152
201	1	1.0	30.92466	17.98692	39.09065
202	1	1.0	21.02142	42.12443	49.44882
203	1	1.0	38.72916	4.2564	52.3309
204	1	1.0	51.15329	8.18189	46.04903
205	1	1.0	16.79535	40.44121	0.88419
206	1	1.0	51.42249	7.45988	10.03627
207	1	1.0	18.62505	17.01548	13.30498
208	1	1.0	1.30675	6.44125	47.76962
209	1	1.0	40.65032	14.40444	44.8202
210	1	1.0	48.41333	20.36293	43.46046
211	1	1.0	9.81053	4.57314	51.75281
212	1	1.0	20.27712	1.5549	17.98508
213	1	1.0	0.80335	44.67283	32.45644
214	1	1.0	49.12915	37.55132	18.04476
215	1	1.0	29.84511	21.84209	37.63981
216	1	1.0	4.31125	31.20836	44.64794
217	1	1.0	16.02909	13.29658	8.17952
218	1	1.0	5.85509	39.74781	2.74064
219	1	1.0	6.71269	8.60559	50.49921
220	1	1.0	0.03834	16.82896	50.74022
221	1	1.0	27.75915	38.00375	29.05881
222	1	1.0	11.24611	49.33565	22.4176
223	1	1.0	26.53832	45.92096	9.59494
224	1	1.0	36.22689	7.05781	6.4665
225	1	1.0	21.30381	6.71211	20.87975
226	1	1.0	23.92007	38.72802	51.7936
227	1	1.0	26.04794	47.49503	35.83718
228	1	1.0	48.61853	29.29045	26.33968
229	1	1.0	47.10433	16.29045	0.2993
230	1	1.0	2.39192	47.51463	2.57766
231	1	1.0	3.38602	41.92403	20.37521
232	1	1.0	24.42972	48.99246	37.32913
233	1	1.0	18.1518	41.88912	13.21452
234	1	1.0	49.1116	0.0511	50.54175
235	1	1.0	35.20409	25.09724	32.21499
236	1	1.0	33.0552	44.84714	51.86034
237	1	1.0	35.54284	25.76416	0.22885
238	1	1.0	34.91114	27.0425	49.00041
239	1	1.0	38.62095	28.12812	1.05407
240	1	1.0	52.02047	29.8791	43.66055
241	1	1.0	2.40857	52.62619	24.82106
242	1	1.0	37.50232	4.1222	3.09379
243	1	1.0	35.01207	21.41428	29.32916
244	1	1.0	2.08238	26.6322	36.59912
245	1	1.0	48.5753	25.02854	44.15255
246	1	1.0	29.38605	33.34713	31.35341
247	1	1.0	5.4518	20.0081	50.86725
248	1	1.0	33.81558	43.04136	37.62533
249	1	1.0	36.27132	9.11318	14.30762
250	1	1.0	29.49471	37.9812	37.78409
251	1	1.0	3.60342	28.70733	20.84504
252	1	1.0	35.38785	33.16484	5.65424
253	1	1.0	6.10126	2.65459	18.82113
254	1	1.0	3.01285	0.79993	32.22915
255	1	1.0	25.95599	37.52859	40.50905
256	1	1.0	39.58077	24.01478	31.57331
257	1	1.0	52.0646	19.61871	4.75687
258	1	1.0	9.27093	21.95011	0.97613
259	1	1.0	48.5817	4.09551	0.49709
260	1	1.0	14.05586	38.20631	31.88078
261	1	1.0	23.48635	46.2853	37.22103
262	1	1.0	40.6032	49.99646	37.33643
263	1	1.0	5.61862	9.43985	7.62706
264	1	1.0	48.62369	50.45597	30.34769
265	1	1.0	18.04647	47.38254	39.08901
266	1	1.0	18.90443	1.59717	42.75403
267	1	1.0	25.80663	48.39417	33.2914
268	1	1.0	33.22838	31.18112	17.78983
269	1	1.0	51.75863	2.29073	10.11571
270	1	1.0	26.56533	40.42293	19.85743
271	1	1.0	15.03628	7.40694	46.81173
272	1	1.0	48.71931	41.00204	10.0191
273	1	1.0	10.27061	42.55447	4.08741
274	1	1.0	43.33468	28.61056	6.73604
275	1	1.0	49.21015	8.2178	31.42405
276	1	1.0	5.33023	1.33052	14.86521
277	1	1.0	3.89558	17.47788	21.90737
278	1	1.0	47.74236	17.2874	20.74018
279	1	1.0	37.56015	6.78567	27.23622
280	1	1.0	41.83858	25.49448	48.1233
281	1	1.0	42.75075	44.49011	28.82946
282	1	1.0	10.98174	3.68426	17.31105
283	1	1.0	17.08395	10.80645	10.46443
284	1	1.0	9.60399	39.27721	10.81794
285	1	1.0	33.56252	0.57563	50.5288
286	1	1.0	17.49112	14.7189	14.28047
287	1	1.0	35.40489	13.39557	22.69609
288	1	1.0	28.59422	31.57393	16.00685
289	1	1.0	38.09363	38.4569	18.62246
290	1	1.0	40.27585	1.86011	2.40927
291	1	1.0	5.99271	46.96852	3.89123
292	1	1.0	8.39743	15.27299	19.08305
293	1	1.0	30.58335	45.41065	47.81121
294	1	1.0	46.33886	7.88049	23.2919
295	1	1.0	48.31182	47.7966	48.59735
296	1	1.0	6.62716	20.86561	38.49283
297	1	1.0	11.00648	37.3937	23.98502
298	1	1.0	9.11942	26.3012	49.08447
299	1	1.0	4.11243	17.90955	35.74563
300	1	1.0	13.75235	6.71776	26.48507
301	1	1.0	42.45907	34.02702	49.44091
302	1	1.0	41.69814	18.27741	30.63138
303	1	1.0	18.15471	10.921	19.80583
304	1	1.0	12.52019	17.65696	37.16376
305	1	1.0	52.60522	5.72318	37.52663
306	1	1.0	29.30621	18.42832	8.16138
307	1	1.0	36.34558	36.12439	49.51868
308	1	1.0	47.14478	11.89862	18.42593
309	1	1.0	51.86216	5.82546	5.02847
310	1	1.0	22.59342	36.16498	22.24977
311	1	1.0	32.97296	27.96265	50.56316
312	1	1.0	1.18933	1.39791	12.9519
313	1	1.0	48.93032	46.58154	27.90583
314	1	1.0	31.45107	26.19906	39.51667
315	1	1.0	21.66947	48.76589	36.43311
316	1	1.0	1.60218	5.61689	32.2369
317	1	1.0	17.06218	26.61625	5.24638
318	1	1.0	9.52797	8.59406	50.33586
319	1	1.0	33.49926	46.11981	10.05267
320	1	1.0	36.78909	51.8565	48.20629
321	1	1.0	2.68431	52.1392	43.57986
322	1	1.0	17.02674	9.68809	36.5251
323	1	1.0	17.35037	36.42337	8.5221
324	1	1.0	10.27936	10.65045	16.7169
325	1	1.0	10.64632	46.53143	2.43153
326	1	1.0	37.92503	41.94944	39.66659
327	1	1.0	27.64501	51.72739	31.28198
328	1	1.0	24.84541	0.96093	40.45344
329	1	1.0	2.01247	30.23425	44.36409
330	1	1.0	11.73364	47.09201	14.89567
331	1	1.0	42.8453	13.46483	19.4146
332	1	1.0	0.37498	40.89599	3.48176
333	1	1.0	48.66625	10.92426	12.68205
334	1	1.0	13.91421	27.08676	15.15405
335	1	1.0	17.30793	34.72586	10.60185
336	1	1.0	33.20964	45.92095	5.04358
337	1	1.0	11.08684	29.09951	3.88071
338	1	1.0	50.94437	50.77645	20.77603
339	1	1.0	15.31997	35.87634	12.41796
340	1	1.0	21.58174	5.35093	3.51775
341	1	1.0	35.28377	41.58172	50.14047
342	1	1.0	36.22742	7.68593	3.79287
343	1	1.0	29.99277	48.49141	52.18539
344	1	1.0	35.24524	34.27578	37.43492
345	1	1.0	1.44345	42.85473	52.39818
346	1	1.0	8.83776	50.4474	40.69845
347	1	1.0	44.20796	6.03182	51.03011
348	1	1.0	47.39104	44.14067	23.7625
349	1	1.0	27.85357	19.98859	6.54786
350	1	1.0	38.42056	38.02977	22.77986
351	1	1.0	29.78628	35.57919	37.13043
352	1	1.0	36.67114	11.03251	51.26375
353	1	1.0	42.21448	21.92678	49.9536
354	1	1.0	19.11139	6.46049	18.63041
355	1	1.0	13.69784	42.63003	35.36113
356	1	1.0	7.87072	36.61603	2.50703
357	1	1.0	39.38781	28.92961	5.15451
358	1	1.0	1.74328	8.70664	25.28558
359	1	1.0	4.97781	31.42344	28.73196
360	1	1.0	2.48448	40.23289	39.94799
361	1	1.0	35.72906	50.31245	9.33089
362	1	1.0	37.80112	35.03499	15.85608
363	1	1.0	48.80327	6.90034	47.56788
364	1	1.0	32.18428	26.46229	37.0318
365	1	1.0	19.46738	13.88429	43.2982
366	1	1.0	13.80065	15.78187	11.47007
367	1	1.0	41.19594	9.8284	37.56858
368	1	1.0	39.96341	9.86028	11.27385
369	1	1.0	20.52831	20.12345	25.98434
370	1	1.0	39.07446	1.18419	33.74477
371	1	1.0	6.98267	0.97698	36.49879
372	1	1.0	20.58242	52.56594	10.95879
373	1	1.0	8.39016	42.02099	36.15115
374	1	1.0	46.63773	12.53282	49.93808
375	1	1.0	49.19121	45.20186	48.78323
376	1	1.0	9.90089	15.07767	51.2148
377	1	1.0	46.16786	35.74128	36.63181
378	1	1.0	22.26721	41.73638	37.45876
379	1	1.0	2.70922	37.25581	45.84636
380	1	1.0	50.08685	29.4633	4.45064
381	1	1.0	14.48181	11.64237	48.66927
382	1	1.0	18.51626	21.04158	8.25341
383	1	1.0	42.44697	38.30909	52.3512
384	1	1.0	6.19795	38.79105	24.34436
385	1	1.0	50.76514	23.47511	51.86461
386	1	1.0	39.16168	33.27427	17.49057
387	1	1.0	35.61544	12.61685	17.54586
388	1	1.0	0.64027	31.41774	38.03108
389	1	1.0	51.90283	36.06308	35.46283
390	1	1.0	37.18274	42.98185	10.12794
391	1	1.0	45.37024	18.40173	1.54189
392	1	1.0	9.14692	29.96906	18.11839
393	1	1.0	46.22492	38.29758	37.61037
394	1	1.0	32.35231	11.01413	51.24849
395	1	1.0	24.01297	2.33416	49.72147
396	1	1.0	0.28291	22.89889	24.58157
397	1	1.0	30.99579	2.383	43.13886
398	1	1.0	33.9246	43.07517	34.07912
399	1	1.0	28.29155	15.86103	11.86972
400	1	1.0	30.44478	28.64131	28.34254
401	1	1.0	24.26462	26.9954	49.06475
402	1	1.0	25.77846	26.12262	27.7607
403	1	1.0	8.64667	28.85646	2.31944
404	1	1.0	8.19671	34.8287	12.21311
405	1	1.0	16.75698	45.50407	48.38553
406	1	1.0	20.26545	8.57028	11.49055
407	1	1.0	47.80143	36.20274	38.62176
408	1	1.0	30.10725	17.50008	31.9908
409	1	1.0	45.55028	37.62652	26.7296
410	1	1.0	43.96204	24.00435	50.29572
411	1	1.0	18.22762	35.1549	12.95017
412	1	1.0	23.59646	38.32253	20.70266
413	1	1.0	12.97324	14.98712	43.7098
414	1	1.0	27.70443	41.27878	7.04421
415	1	1.0	21.07913	19.01787	43.68636
416	1	1.0	30.69884	15.47888	38.10816
417	1	1.0	43.81916	38.37445	6.30277
418	1	1.0	48.74501	41.72542	14.94806
419	1	1.0	26.82468	22.65122	10.20144
420	1	1.0	51.09259	35.81407	5.62875
421	1	1.0	46.33984	16.974	46.95191
422	1	1.0	33.01176	1.23106	23.30112
423	1	1.0	36.19149	4.67515	52.2089
424	1	1.0	48.96108	37.38579	50.01194
425	1	1.0	42.37621	6.98975	28.82467
426	1	1.0	29.83373	36.98965	21.49459
427	1	1.0	11.28749	11.93388	29.80706
428	1	1.0	20.22435	17.99859	6.12509
429	1	1.0	45.5112	35.45303	25.26547
430	1	1.0	13.76903	51.36383	50.39437
431	1	1.0	2.21104	3.33963	48.94665
432	1	1.0	21.34018	13.96116	6.29074
433	1	1.0	20.14251	50.30101	47.34492
434	1	1.0	45.39924	27.65576	32.37812
435	1	1.0	43.76756	1.87341	16.6941
436	1	1.0	5.21979	10.13608	49.04796
437	1	1.0	30.50236	11.15796	18.7846
438	1	1.0	41.69104	52.02939	30.32241
439	1	1.0	13.14527	40.75995	30.63759
440	1	1.0	32.99306	26.14112	23.82234
441	1	1.0	2.68409	32.03396	35.60439
442	1	1.0	6.48813	16.22638	25.62238
443	1	1.0	40.36814	43.6002	39.17793
444	1	1.0	37.29656	27.28879	10.99175
445	1	1.0	2.34075	24.46723	10.16756
446	1	1.0	32.69395	27.57962	8.24511
447	1	1.0	29.21556	3.5191	6.27032
448	1	1.0	17.24236	41.82005	10.78756
449	1	1.0	17.03662	3.20159	25.01067
450	1	1.0	26.45853	8.84818	50.51725
451	1	1.0	38.80909	39.99197	12.66735
452	1	1.0	44.84541	38.07847	51.3387
453	1	1.0	24.5961	51.30702	12.84135
454	1	1.0	18.60186	4.27011	23.30193
455	1	1.0	4.16781	29.07864	25.23935
456	1	1.0	49.15254	32.02369	26.18
457	1	1.0	37.39844	20.88101	44.17511
458	1	1.0	3.39686	22.33876	11.54909
459	1	1.0	12.1259	7.34279	21.19812
460	1	1.0	34.35398	9.54128	51.59235
461	1	1.0	27.5633	42.7695	16.71366
462	1	1.0	17.88667	23.1863	21.12751
463	1	1.0	30.91798	35.25203	0.54498
464	1	1.0	49.8659	28.03012	8.61055
465	1	1.0	31.11037	31.2314	2.45535
466	1	1.0	12.96375	7.4878	15.38752
467	1	1.0	9.64497	29.65944	37.31306
468	1	1.0	27.88167	10.66027	25.67759
469	1	1.0	30.87072	32.29692	17.16242
470	1	1.0	7.18341	14.15847	4.2741
471	1	1.0	22.79024	24.53095	31.62626
472	1	1.0	3.40601	20.80124	43.64529
473	1	1.0	0.97427	41.73582	41.58911
474	1	1.0	36.03535	8.28352	16.78045
475	1	1.0	29.55882	36.30031	28.15951
476	1	1.0	0.9596	16.92396	9.88602
477	1	1.0	4.63605	39.28693	33.64362
478	1	1.0	39.23188	35.76765	23.91051
479	1	1.0	39.62959	37.75138	16.66029
480	1	1.0	15.14288	37.38231	6.98966
481	1	1.0	50.53088	5.22788	14.17314
482	1	1.0	0.48572	36.59764	50.70667
483	1	1.0	30.35414	24.3057	49.42134
484	1	1.0	16.30066	34.90377	14.66616
485	1	1.0	16.75282	49.77025	10.03404
486	1	1.0	33.30084	51.17658	44.32545
487	1	1.0	18.29502	14.09077	6.83394
488	1	1.0	1.41065	33.69139	38.67416
489	1	1.0	11.33146	5.82023	44.70031
490	1	1.0	14.60492	8.87381	48.94928
491	1	1.0	43.44878	17.8896	46.84681
492	1	1.0	47.73009	37.02407	28.85085
493	1	1.0	36.77677	21.79405	25.26784
494	1	1.0	15.00568	21.45068	41.73115
495	1	1.0	18.41182	33.56976	47.28008
496	1	1.0	49.30337	1.80699	5.97241
497	1	1.0	31.43039	48.12976	23.3148
498	1	1.0	12.48858	36.46219	45.15172
499	1	1.0	46.81888	3.66655	33.28767
500	1	1.0	32.25168	0.73499	0.12422
501	1	1.0	37.99106	49.49709	20.49246
502	1	1.0	38.84922	37.14048	14.19365
503	1	1.0	38.09752	36.97487	40.33626
504	1	1.0	1.5025	14.89288	27.09646
505	1	1.0	11.22863	18.61552	4.86705
506	1	1.0	30.41807	29.61629	21.60982
507	1	1.0	47.38698	22.8311	3.36756
508	1	1.0	3.61282	31.941	26.51298
509	1	1.0	43.4016	36.43221	27.90946
510	1	1.0	17.38525	37.7957	45.30862
511	1	1.0	45.63189	28.93086	2.29368
512	1	1.0	37.1057	4.26623	47.21562
513	1	1.0	43.73909	40.28215	42.28064
514	1	1.0	48.84972	5.11307	34.22192
515	1	1.0	39.27355	6.65562	0.59791
516	1	1.0	27.41112	0.48098	8.84131
517	1	1.0	4.02599	44.59047	35.86674
518	1	1.0	5.69673	17.17055	37.54478
519	1	1.0	50.4842	21.51452	15.33869
520	1	1.0	39.3527	42.24546	11.62063
521	1	1.0	0.91629	41.24103	44.11677
522	1	1.0	39.68528	0.68807	44.32712
523	1	1.0	47.93098	3.1935	23.47545
524	1	1.0	15.57455	9.17246	38.65048
525	1	1.0	44.33217	44.79695	42.72617
526	1	1.0	3.98235	5.62445	39.889
527	1	1.0	40.74604	38.97618	14.555
528	1	1.0	15.35945	8.64296	0.12017
529	1	1.0	10.68212	42.94103	39.72927
530	1	1.0	46.40574	26.75621	34.61469
531	1	1.0	19.22784	1.60694	6.95614
532	1	1.0	33.35434	38.18921	46.42876
533	1	1.0	31.66374	50.233	5.35125
534	1	1.0	16.22502	35.8484	3.44496
535	1	1.0	38.2777	40.79767	31.19782
536	1	1.0	32.92733	48.07323	12.18319
537	1	1.0	18.72376	46.45037	11.93465
538	1	1.0	48.1998	6.06144	42.391
539	1	1.0	39.86174	16.71703	9.95035
540	1	1.0	47.96986	21.91961	33.29662
541	1	1.0	1.27186	2.95888	35.96129
542	1	1.0	35.74652	39.26513	1.11331
543	1	1.0	0.59457	2.4963	43.60529
544	1	1.0	1.4892	39.17522	5.24155
545	1	1.0	51.28263	8.48088	32.90683
546	1	1.0	17.83108	2.7268	8.91156
547	1	1.0	32.35552	5.59941	0.73747
548	1	1.0	28.90807	5.4701	4.46029
549	1	1.0	35.92522	34.28339	29.25104
550	1	1.0	38.26946	36.82782	33.75447
551	1	1.0	15.09469	39.93953	6.23831
552	1	1.0	18.93031	29.32434	18.05681
553	1	1.0	42.65964	29.80162	43.9889
554	1	1.0	52.21146	13.64106	52.61826
555	1	1.0	31.54865	28.9603	1.42106
556	1	1.0	35.29092	24.29385	2.61761
557	1	1.0	22.9004	47.00827	44.85544
558	1	1.0	45.26721	40.11731	39.83374
559	1	1.0	26.39262	26.52324	50.5707
560	1	1.0	11.76094	47.75629	17.39074
561	1	1.0	2.05688	7.23999	16.42464
562	1	1.0	1.21532	7.13167	2.98537
563	1	1.0	39.49143	23.97827	28.95574
564	1	1.0	45.82067	46.05165	9.53077
565	1	1.0	25.58537	8.56179	9.82522
566	1	1.0	5.1324	17.55213	12.86418
567	1	1.0	26.34982	29.29427	36.01335
568	1	1.0	4.46661	30.15248	40.27517
569	1	1.0	5.64916	32.21242	7.61112
570	1	1.0	3.65251	4.57184	30.8482
571	1	1.0	31.3023	49.83725	11.15528
572	1	1.0	40.40473	8.70935	21.70512
573	1	1.0	50.34553	43.19204	10.80872
574	1	1.0	35.01537	48.55986	27.24637
575	1	1.0	35.61875	49.4613	18.74647
576	1	1.0	34.29728	8.42413	46.89653
577	1	1.0	4.6789	13.22265	10.5508
578	1	1.0	45.02617	19.13264	42.67022
579	1	1.0	29.45091	30.81382	43.10019
580	1	1.0	51.02884	14.06853	17.39156
581	1	1.0	22.57827	25.59577	39.53678
582	1	1.0	30.91489	31.04662	29.7561
583	1	1.0	11.73458	33.92863	45.60086
584	1	1.0	46.12378	19.76218	9.20958
585	1	1.0	12.38194	50.4546	36.90843
586	1	1.0	5.27472	30.62079	31.42277
587	1	1.0	28.24858	42.77283	26.23135
588	1	1.0	7.43075	41.78383	43.26154
589	1	1.0	10.54552	25.03694	18.46053
590	1	1.0	26.77229	2.32076	50.81306
591	1	1.0	33.36101	30.36129	30.5856
592	1	1.0	51.18781	3.90751	38.98364
593	1	1.0	51.99396	50.75415	49.42121
594	1	1.0	36.18205	46.171	26.0089
595	1	1.0	15.11754	47.36804	35.63907
596	1	1.0	10.31801	32.20384	39.17645
597	1	1.0	47.54368	27.62667	1.13114
598	1	1.0	17.63926	0.70495	26.29438
599	1	1.0	44.27307	17.26512	8.95797
600	1	1.0	14.86067	28.35907	41.00043
601	1	1.0	51.27899	11.77559	1.486
602	1	1.0	42.96629	4.96274	7.86434
603	1	1.0	34.42595	4.68206	47.44811
604	1	1.0	20.39002	5.2319	16.662
605	1	1.0	46.97931	49.53135	34.40478
606	1	1.0	30.04329	48.21719	6.83368
607	1	1.0	32.92485	39.11951	22.61916
